Batsman,Player Total Runs ,Player Home Runs,Player Non Home Runs,Balls Faced,R0,W0,R1,W1,Current_HR,Current_NHR,Total Runs in Segment, Total HR till Segment, Total NHR till Segment,Total Runs Till Segment,Target,Final Runs Made,Extras,Team,Home,Segment
DJ Bravo,24.0,14.0,10.0,24,182.0,3,29.0,0,0.0,21.0,21,108,124,232,283,281,23,West Indies,1,9
S Chanderpaul,32.0,16.0,16.0,47,182.0,3,29.0,0,0.0,21.0,21,108,124,232,283,281,23,West Indies,1,9
SE Findlay,0.0,0.0,0.0,0,182.0,3,29.0,0,0.0,21.0,21,108,124,232,283,281,23,West Indies,1,9
MEK Hussey,38.0,12.0,26.0,42,200.0,4,30.0,0,12.0,25.0,37,142,125,267,0,341,6,Australia,0,9
A Symonds,45.0,18.0,27.0,66,200.0,4,30.0,0,12.0,25.0,37,142,125,267,0,341,6,Australia,0,9
DJ Hussey,0.0,0.0,0.0,0,200.0,4,30.0,0,12.0,25.0,37,142,125,267,0,341,6,Australia,0,9
Mosharraf Hossain,3.0,0.0,3.0,10,125.0,5,12.0,1,0.0,15.0,15,54,98,152,0,178,9,Bangladesh,1,9
Dhiman Ghosh,5.0,0.0,5.0,16,125.0,5,12.0,1,0.0,15.0,15,54,98,152,0,178,9,Bangladesh,1,9
Abdur Razzak,0.0,0.0,0.0,0,125.0,5,12.0,1,0.0,15.0,15,54,98,152,0,178,9,Bangladesh,1,9
Mashrafe Mortaza,1.0,0.0,1.0,2,118.0,4,11.0,3,0.0,13.0,13,44,98,142,0,173,18,Bangladesh,1,9
Shakib Al Hasan,49.0,16.0,33.0,97,118.0,4,11.0,3,0.0,13.0,13,44,98,142,0,173,18,Bangladesh,1,9
Mosharraf Hossain,0.0,0.0,0.0,0,118.0,4,11.0,3,0.0,13.0,13,44,98,142,0,173,18,Bangladesh,1,9
AB de Villiers,49.0,4.0,45.0,81,118.0,3,19.0,0,0.0,9.0,9,28,118,146,174,179,8,South Africa,0,9
JP Duminy,41.0,4.0,37.0,77,118.0,3,19.0,0,0.0,9.0,9,28,118,146,174,179,8,South Africa,0,9
Mosharraf Hossain,1.0,0.0,1.0,2,111.0,8,9.0,1,0.0,6.0,6,52,74,126,0,143,17,Bangladesh,1,9
Farhad Reza,16.0,8.0,8.0,43,111.0,8,9.0,1,0.0,6.0,6,52,74,126,0,143,17,Bangladesh,1,9
T Taibu,53.0,12.0,41.0,80,164.0,2,38.0,1,14.0,23.0,37,108,131,239,0,303,21,Zimbabwe,0,9
S Matsikenyeri,10.0,4.0,6.0,8,164.0,2,38.0,1,14.0,23.0,37,108,131,239,0,303,21,Zimbabwe,0,9
WK McCallan,2.0,0.0,2.0,7,101.0,6,11.0,2,12.0,7.0,19,64,67,131,304,147,10,Ireland,0,9
PC Connell,4.0,4.0,0.0,7,101.0,6,11.0,2,12.0,7.0,19,64,67,131,304,147,10,Ireland,0,9
Shoaib Malik,26.0,6.0,20.0,29,218.0,3,32.0,1,8.0,29.0,37,120,167,287,0,347,8,Pakistan,0,9
Misbah-ul-Haq,8.0,4.0,4.0,6,218.0,3,32.0,1,8.0,29.0,37,120,167,287,0,347,8,Pakistan,0,9
E Chigumbura,11.0,4.0,7.0,15,153.0,5,23.0,1,0.0,13.0,13,64,125,189,348,243,15,Zimbabwe,0,9
SC Williams,22.0,0.0,22.0,33,153.0,5,23.0,1,0.0,13.0,13,64,125,189,348,243,15,Zimbabwe,0,9
P Utseya,0.0,0.0,0.0,0,153.0,5,23.0,1,0.0,13.0,13,64,125,189,348,243,15,Zimbabwe,0,9
T Taibu,69.0,12.0,57.0,95,154.0,3,31.0,0,0.0,19.0,19,66,138,204,0,238,11,Zimbabwe,0,9
BRM Taylor,20.0,10.0,10.0,26,154.0,3,31.0,0,0.0,19.0,19,66,138,204,0,238,11,Zimbabwe,0,9
E Chigumbura,0.0,0.0,0.0,0,154.0,3,31.0,0,0.0,19.0,19,66,138,204,0,238,11,Zimbabwe,0,9
SC Williams,0.0,0.0,0.0,0,154.0,3,31.0,0,0.0,19.0,19,66,138,204,0,238,11,Zimbabwe,0,9
Shahid Afridi,10.0,6.0,4.0,8,163.0,4,24.0,1,12.0,19.0,31,110,108,218,239,239,7,Pakistan,0,9
Mohammad Yousuf,27.0,8.0,19.0,45,163.0,4,24.0,1,12.0,19.0,31,110,108,218,239,239,7,Pakistan,0,9
Misbah-ul-Haq,37.0,18.0,19.0,44,151.0,5,45.0,1,4.0,20.0,24,100,120,220,0,272,9,Pakistan,1,9
Kamran Akmal,1.0,0.0,1.0,5,151.0,5,45.0,1,4.0,20.0,24,100,120,220,0,272,9,Pakistan,1,9
Kamran Hussain,0.0,0.0,0.0,0,151.0,5,45.0,1,4.0,20.0,24,100,120,220,0,272,9,Pakistan,1,9
E Chigumbura,7.0,0.0,7.0,10,143.0,3,21.0,2,0.0,23.0,23,28,159,187,273,235,14,Zimbabwe,0,9
CJ Chibhabha,5.0,0.0,5.0,6,143.0,3,21.0,2,0.0,23.0,23,28,159,187,273,235,14,Zimbabwe,0,9
KM Dabengwa,0.0,0.0,0.0,0,143.0,3,21.0,2,0.0,23.0,23,28,159,187,273,235,14,Zimbabwe,0,9
GB Brent,0.0,0.0,0.0,0,143.0,3,21.0,2,0.0,23.0,23,28,159,187,273,235,14,Zimbabwe,0,9
E Chigumbura,24.0,4.0,20.0,34,144.0,5,22.0,1,8.0,17.0,25,54,137,191,0,244,10,Zimbabwe,0,9
GB Brent,0.0,0.0,0.0,0,144.0,5,22.0,1,8.0,17.0,25,54,137,191,0,244,10,Zimbabwe,0,9
KM Dabengwa,1.0,0.0,1.0,1,144.0,5,22.0,1,8.0,17.0,25,54,137,191,0,244,10,Zimbabwe,0,9
Mohammad Yousuf,84.0,30.0,54.0,86,169.0,2,33.0,1,16.0,10.0,26,102,126,228,245,245,6,Pakistan,1,9
Fawad Alam,0.0,0.0,0.0,0,169.0,2,33.0,1,16.0,10.0,26,102,126,228,245,245,6,Pakistan,1,9
KM Dabengwa,2.0,0.0,2.0,3,121.0,5,14.0,2,4.0,17.0,21,52,104,156,0,181,21,Zimbabwe,0,9
GB Brent,1.0,0.0,1.0,1,121.0,5,14.0,2,4.0,17.0,21,52,104,156,0,181,21,Zimbabwe,0,9
RW Price,0.0,0.0,0.0,0,121.0,5,14.0,2,4.0,17.0,21,52,104,156,0,181,21,Zimbabwe,0,9
TM Dilshan,11.0,0.0,11.0,8,237.0,3,35.0,1,4.0,22.0,26,158,140,298,0,357,20,Sri Lanka,0,9
CK Kapugedera,63.0,28.0,35.0,64,237.0,3,35.0,1,4.0,22.0,26,158,140,298,0,357,20,Sri Lanka,0,9
WPUJC Vaas,0.0,0.0,0.0,0,237.0,3,35.0,1,4.0,22.0,26,158,140,298,0,357,20,Sri Lanka,0,9
Alok Kapali,30.0,10.0,20.0,37,140.0,6,20.0,0,0.0,15.0,15,50,125,175,358,226,18,Bangladesh,0,9
Mashrafe Mortaza,10.0,0.0,10.0,20,140.0,6,20.0,0,0.0,15.0,15,50,125,175,358,226,18,Bangladesh,0,9
Abdur Razzak,0.0,0.0,0.0,0,140.0,6,20.0,0,0.0,15.0,15,50,125,175,358,226,18,Bangladesh,0,9
Younis Khan,57.0,20.0,37.0,57,177.0,1,40.0,1,20.0,20.0,40,126,131,257,0,299,3,Pakistan,0,9
Mohammad Yousuf,0.0,0.0,0.0,0,177.0,1,40.0,1,20.0,20.0,40,126,131,257,0,299,3,Pakistan,0,9
Misbah-ul-Haq,0.0,0.0,0.0,0,177.0,1,40.0,1,20.0,20.0,40,126,131,257,0,299,3,Pakistan,0,9
MS Dhoni,16.0,0.0,16.0,24,240.0,3,32.0,0,6.0,8.0,14,172,114,286,300,301,15,India,0,9
Yuvraj Singh,44.0,22.0,22.0,41,240.0,3,32.0,0,6.0,8.0,14,172,114,286,300,301,15,India,0,9
RG Sharma,0.0,0.0,0.0,0,240.0,3,32.0,0,6.0,8.0,14,172,114,286,300,301,15,India,0,9
Mahmudullah,7.0,0.0,7.0,15,161.0,4,17.0,1,36.0,14.0,50,124,104,228,0,283,8,Bangladesh,0,9
Alok Kapali,43.0,18.0,25.0,59,161.0,4,17.0,1,36.0,14.0,50,124,104,228,0,283,8,Bangladesh,0,9
SK Raina,101.0,52.0,49.0,99,201.0,3,38.0,0,20.0,7.0,27,140,126,266,284,284,18,India,0,9
Yuvraj Singh,24.0,10.0,14.0,27,201.0,3,38.0,0,20.0,7.0,27,140,126,266,284,284,18,India,0,9
KC Sangakkara,89.0,36.0,53.0,93,175.0,3,31.0,0,10.0,19.0,29,106,129,235,0,302,18,Sri Lanka,0,9
LPC Silva,37.0,16.0,21.0,39,175.0,3,31.0,0,10.0,19.0,29,106,129,235,0,302,18,Sri Lanka,0,9
T Thushara,0.0,0.0,0.0,0,175.0,3,31.0,0,10.0,19.0,29,106,129,235,0,302,18,Sri Lanka,0,9
Misbah-ul-Haq,46.0,18.0,28.0,51,143.0,5,30.0,1,18.0,19.0,37,84,126,210,303,238,3,Pakistan,0,9
Sarfraz Ahmed,4.0,0.0,4.0,10,143.0,5,30.0,1,18.0,19.0,37,84,126,210,303,238,3,Pakistan,0,9
KC Sangakkara,97.0,54.0,43.0,116,236.0,2,17.0,2,16.0,14.0,30,178,105,283,0,332,10,Sri Lanka,0,9
TM Dilshan,0.0,0.0,0.0,0,236.0,2,17.0,2,16.0,14.0,30,178,105,283,0,332,10,Sri Lanka,0,9
WPUJC Vaas,0.0,0.0,0.0,0,236.0,2,17.0,2,16.0,14.0,30,178,105,283,0,332,10,Sri Lanka,0,9
T Thushara,0.0,0.0,0.0,0,236.0,2,17.0,2,16.0,14.0,30,178,105,283,0,332,10,Sri Lanka,0,9
MS Dhoni,51.0,12.0,39.0,74,204.0,4,19.0,0,8.0,18.0,26,106,143,249,0,308,9,India,0,9
RG Sharma,50.0,12.0,38.0,66,204.0,4,19.0,0,8.0,18.0,26,106,143,249,0,308,9,India,0,9
YK Pathan,0.0,0.0,0.0,0,204.0,4,19.0,0,8.0,18.0,26,106,143,249,0,308,9,India,0,9
IK Pathan,0.0,0.0,0.0,0,204.0,4,19.0,0,8.0,18.0,26,106,143,249,0,308,9,India,0,9
Younis Khan,103.0,42.0,61.0,101,225.0,3,38.0,0,16.0,19.0,35,148,150,298,309,309,6,Pakistan,0,9
Misbah-ul-Haq,50.0,22.0,28.0,45,225.0,3,38.0,0,16.0,19.0,35,148,150,298,309,309,6,Pakistan,0,9
LPC Silva,37.0,10.0,27.0,43,190.0,3,34.0,1,8.0,15.0,23,112,135,247,0,308,15,Sri Lanka,0,9
TM Dilshan,12.0,8.0,4.0,10,190.0,3,34.0,1,8.0,15.0,23,112,135,247,0,308,15,Sri Lanka,0,9
K Weeraratne,0.0,0.0,0.0,0,190.0,3,34.0,1,8.0,15.0,23,112,135,247,0,308,15,Sri Lanka,0,9
RG Sharma,3.0,0.0,3.0,6,217.0,2,27.0,2,10.0,17.0,27,126,145,271,309,310,21,India,0,9
Yuvraj Singh,10.0,4.0,6.0,12,217.0,2,27.0,2,10.0,17.0,27,126,145,271,309,310,21,India,0,9
KMDN Kulasekara,2.0,0.0,2.0,2,189.0,4,20.0,2,4.0,14.0,18,94,133,227,0,273,9,Sri Lanka,0,9
WPUJC Vaas,6.0,0.0,6.0,15,189.0,4,20.0,2,4.0,14.0,18,94,133,227,0,273,9,Sri Lanka,0,9
T Thushara,0.0,0.0,0.0,0,189.0,4,20.0,2,4.0,14.0,18,94,133,227,0,273,9,Sri Lanka,0,9
DJ Hussey,10.0,0.0,10.0,14,140.0,2,20.0,1,10.0,16.0,26,46,140,186,0,254,19,Australia,1,9
MEK Hussey,38.0,0.0,38.0,59,140.0,2,20.0,1,10.0,16.0,26,46,140,186,0,254,19,Australia,1,9
BJ Haddin,0.0,0.0,0.0,0,140.0,2,20.0,1,10.0,16.0,26,46,140,186,0,254,19,Australia,1,9
MEK Hussey,24.0,0.0,24.0,48,108.0,4,15.0,0,8.0,14.0,22,32,113,145,0,198,9,Australia,1,9
BJ Haddin,6.0,0.0,6.0,20,108.0,4,15.0,0,8.0,14.0,22,32,113,145,0,198,9,Australia,1,9
CL White,0.0,0.0,0.0,0,108.0,4,15.0,0,8.0,14.0,22,32,113,145,0,198,9,Australia,1,9
Harbhajan Singh,10.0,0.0,10.0,21,96.0,7,14.0,1,14.0,10.0,24,50,84,134,0,146,6,India,0,9
PP Ojha,4.0,0.0,4.0,14,96.0,7,14.0,1,14.0,10.0,24,50,84,134,0,146,6,India,0,9
MM Patel,0.0,0.0,0.0,0,96.0,7,14.0,1,14.0,10.0,24,50,84,134,0,146,6,India,0,9
RG Sharma,10.0,0.0,10.0,16,132.0,5,21.0,0,20.0,19.0,39,76,116,192,0,237,14,India,0,9
MS Dhoni,39.0,12.0,27.0,51,132.0,5,21.0,0,20.0,19.0,39,76,116,192,0,237,14,India,0,9
DPMD Jayawardene,69.0,16.0,53.0,95,116.0,7,33.0,0,10.0,19.0,29,72,106,178,238,204,6,Sri Lanka,1,9
T Thushara,18.0,4.0,14.0,42,116.0,7,33.0,0,10.0,19.0,29,72,106,178,238,204,6,Sri Lanka,1,9
BAW Mendis,0.0,0.0,0.0,0,116.0,7,33.0,0,10.0,19.0,29,72,106,178,238,204,6,Sri Lanka,1,9
J Mubarak,13.0,0.0,13.0,25,117.0,5,17.0,1,20.0,26.0,46,68,112,180,0,227,12,Sri Lanka,1,9
T Thushara,8.0,4.0,4.0,16,117.0,5,17.0,1,20.0,26.0,46,68,112,180,0,227,12,Sri Lanka,1,9
Mohammad Yousuf,75.0,36.0,39.0,76,175.0,3,41.0,1,20.0,27.0,47,116,147,263,0,322,5,Pakistan,1,9
Misbah-ul-Haq,2.0,0.0,2.0,5,175.0,3,41.0,1,20.0,27.0,47,116,147,263,0,322,5,Pakistan,1,9
Dhiman Ghosh,15.0,4.0,11.0,25,132.0,6,29.0,0,0.0,20.0,20,94,87,181,0,225,19,Bangladesh,0,9
Mahmudullah,29.0,12.0,17.0,51,132.0,6,29.0,0,0.0,20.0,20,94,87,181,0,225,19,Bangladesh,0,9
Shoaib Malik,21.0,0.0,21.0,32,202.0,4,31.0,0,12.0,26.0,38,134,137,271,0,308,4,Pakistan,1,9
Salman Butt,95.0,44.0,51.0,103,202.0,4,31.0,0,12.0,26.0,38,134,137,271,0,308,4,Pakistan,1,9
Misbah-ul-Haq,0.0,0.0,0.0,0,202.0,4,31.0,0,12.0,26.0,38,134,137,271,0,308,4,Pakistan,1,9
Mahmudullah,23.0,4.0,19.0,34,162.0,4,29.0,0,16.0,22.0,38,84,145,229,309,285,16,Bangladesh,0,9
Shakib Al Hasan,47.0,12.0,35.0,53,162.0,4,29.0,0,16.0,22.0,38,84,145,229,309,285,16,Bangladesh,0,9
Farhad Reza,0.0,0.0,0.0,0,162.0,4,29.0,0,16.0,22.0,38,84,145,229,309,285,16,Bangladesh,0,9
Shakib Al Hasan,78.0,24.0,54.0,97,129.0,8,18.0,0,8.0,23.0,31,56,122,178,0,210,17,Bangladesh,0,9
Mashrafe Mortaza,25.0,4.0,21.0,46,129.0,8,18.0,0,8.0,23.0,31,56,122,178,0,210,17,Bangladesh,0,9
Mohammad Yousuf,28.0,0.0,28.0,45,151.0,2,24.0,0,20.0,8.0,28,88,115,203,211,212,9,Pakistan,1,9
Bazid Khan,37.0,6.0,31.0,78,151.0,2,24.0,0,20.0,8.0,28,88,115,203,211,212,9,Pakistan,1,9
Fawad Alam,0.0,0.0,0.0,0,151.0,2,24.0,0,20.0,8.0,28,88,115,203,211,212,9,Pakistan,1,9
Mohammad Yousuf,21.0,10.0,11.0,15,202.0,2,39.0,1,8.0,23.0,31,110,162,272,0,329,6,Pakistan,0,9
Shoaib Malik,5.0,0.0,5.0,7,202.0,2,39.0,1,8.0,23.0,31,110,162,272,0,329,6,Pakistan,0,9
Shahid Afridi,0.0,0.0,0.0,0,202.0,2,39.0,1,8.0,23.0,31,110,162,272,0,329,6,Pakistan,0,9
Misbah-ul-Haq,0.0,0.0,0.0,0,202.0,2,39.0,1,8.0,23.0,31,110,162,272,0,329,6,Pakistan,0,9
Abdur Razzak,31.0,20.0,11.0,34,135.0,9,24.0,0,0.0,2.0,2,80,81,161,330,179,18,Bangladesh,0,9
Yuvraj Singh,53.0,30.0,23.0,57,199.0,3,25.0,1,16.0,13.0,29,132,121,253,0,330,31,India,0,9
MS Dhoni,8.0,4.0,4.0,14,199.0,3,25.0,1,16.0,13.0,29,132,121,253,0,330,31,India,0,9
SK Raina,0.0,0.0,0.0,0,199.0,3,25.0,1,16.0,13.0,29,132,121,253,0,330,31,India,0,9
IK Pathan,0.0,0.0,0.0,0,199.0,3,25.0,1,16.0,13.0,29,132,121,253,0,330,31,India,0,9
Raqibul Hasan,80.0,20.0,60.0,110,126.0,4,27.0,1,8.0,20.0,28,48,133,181,0,222,9,Bangladesh,1,9
Mahmudullah,2.0,0.0,2.0,7,126.0,4,27.0,1,8.0,20.0,28,48,133,181,0,222,9,Bangladesh,1,9
Farhad Reza,0.0,0.0,0.0,0,126.0,4,27.0,1,8.0,20.0,28,48,133,181,0,222,9,Bangladesh,1,9
Younis Khan,98.0,46.0,52.0,89,179.0,1,42.0,0,32.0,18.0,50,142,129,271,0,315,6,Pakistan,0,9
Salman Butt,108.0,52.0,56.0,126,179.0,1,42.0,0,32.0,18.0,50,142,129,271,0,315,6,Pakistan,0,9
Misbah-ul-Haq,0.0,0.0,0.0,0,179.0,1,42.0,0,32.0,18.0,50,142,129,271,0,315,6,Pakistan,0,9
MS Dhoni,25.0,4.0,21.0,34,187.0,6,30.0,0,8.0,17.0,25,110,132,242,316,290,18,India,0,9
IK Pathan,21.0,6.0,15.0,25,187.0,6,30.0,0,8.0,17.0,25,110,132,242,316,290,18,India,0,9
P Kumar,0.0,0.0,0.0,0,187.0,6,30.0,0,8.0,17.0,25,110,132,242,316,290,18,India,0,9
MJ Clarke,39.0,12.0,27.0,64,150.0,3,23.0,0,8.0,23.0,31,76,128,204,0,260,6,Australia,0,9
CJ Ferguson,35.0,4.0,31.0,49,150.0,3,23.0,0,8.0,23.0,31,76,128,204,0,260,6,Australia,0,9
MEK Hussey,0.0,0.0,0.0,0,150.0,3,23.0,0,8.0,23.0,31,76,128,204,0,260,6,Australia,0,9
LJ Wright,4.0,0.0,4.0,5,137.0,3,19.0,2,22.0,18.0,40,70,126,196,261,256,12,England,1,9
SCJ Broad,0.0,0.0,0.0,1,137.0,3,19.0,2,22.0,18.0,40,70,126,196,261,256,12,England,1,9
AU Rashid,0.0,0.0,0.0,0,137.0,3,19.0,2,22.0,18.0,40,70,126,196,261,256,12,England,1,9
JR Hopes,9.0,4.0,5.0,12,143.0,4,19.0,1,12.0,18.0,30,72,120,192,0,249,9,Australia,0,9
CJ Ferguson,39.0,12.0,27.0,45,143.0,4,19.0,1,12.0,18.0,30,72,120,192,0,249,9,Australia,0,9
MG Johnson,0.0,0.0,0.0,0,143.0,4,19.0,1,12.0,18.0,30,72,120,192,0,249,9,Australia,0,9
B Lee,0.0,0.0,0.0,0,143.0,4,19.0,1,12.0,18.0,30,72,120,192,0,249,9,Australia,0,9
GP Swann,8.0,0.0,8.0,12,155.0,6,20.0,1,4.0,14.0,18,76,117,193,250,210,14,England,1,9
PD Collingwood,41.0,8.0,33.0,65,155.0,6,20.0,1,4.0,14.0,18,76,117,193,250,210,14,England,1,9
RJ Sidebottom,0.0,0.0,0.0,0,155.0,6,20.0,1,4.0,14.0,18,76,117,193,250,210,14,England,1,9
JM Anderson,0.0,0.0,0.0,0,155.0,6,20.0,1,4.0,14.0,18,76,117,193,250,210,14,England,1,9
EJG Morgan,39.0,10.0,29.0,50,140.0,5,26.0,1,0.0,17.0,17,56,127,183,0,228,7,England,1,9
TT Bresnan,9.0,4.0,5.0,14,140.0,5,26.0,1,0.0,17.0,17,56,127,183,0,228,7,England,1,9
GP Swann,0.0,0.0,0.0,0,140.0,5,26.0,1,0.0,17.0,17,56,127,183,0,228,7,England,1,9
RJ Sidebottom,0.0,0.0,0.0,0,140.0,5,26.0,1,0.0,17.0,17,56,127,183,0,228,7,England,1,9
CL White,78.0,34.0,44.0,103,136.0,2,20.0,0,16.0,26.0,42,66,132,198,229,230,7,Australia,0,9
MJ Clarke,42.0,0.0,42.0,86,136.0,2,20.0,0,16.0,26.0,42,66,132,198,229,230,7,Australia,0,9
CJ Ferguson,0.0,0.0,0.0,0,136.0,2,20.0,0,16.0,26.0,42,66,132,198,229,230,7,Australia,0,9
OA Shah,26.0,4.0,22.0,42,144.0,4,25.0,1,20.0,15.0,35,88,116,204,0,220,7,England,1,9
LJ Wright,1.0,0.0,1.0,2,144.0,4,25.0,1,20.0,15.0,35,88,116,204,0,220,7,England,1,9
SCJ Broad,0.0,0.0,0.0,0,144.0,4,25.0,1,20.0,15.0,35,88,116,204,0,220,7,England,1,9
AU Rashid,0.0,0.0,0.0,0,144.0,4,25.0,1,20.0,15.0,35,88,116,204,0,220,7,England,1,9
TT Bresnan,0.0,0.0,0.0,0,144.0,4,25.0,1,20.0,15.0,35,88,116,204,0,220,7,England,1,9
MJ Clarke,51.0,24.0,27.0,71,163.0,3,26.0,0,12.0,9.0,21,96,114,210,221,221,11,Australia,0,9
CJ Ferguson,13.0,4.0,9.0,20,163.0,3,26.0,0,12.0,9.0,21,96,114,210,221,221,11,Australia,0,9
EJG Morgan,32.0,20.0,12.0,25,167.0,4,35.0,1,22.0,20.0,42,114,130,244,0,299,6,England,1,9
AD Mascarenhas,4.0,0.0,4.0,6,167.0,4,35.0,1,22.0,20.0,42,114,130,244,0,299,6,England,1,9
SCJ Broad,0.0,0.0,0.0,0,167.0,4,35.0,1,22.0,20.0,42,114,130,244,0,299,6,England,1,9
RT Ponting,111.0,62.0,49.0,105,199.0,2,26.0,2,24.0,16.0,40,146,119,265,300,302,7,Australia,0,9
CJ Ferguson,4.0,4.0,0.0,3,199.0,2,26.0,2,24.0,16.0,40,146,119,265,300,302,7,Australia,0,9
CL White,0.0,0.0,0.0,0,199.0,2,26.0,2,24.0,16.0,40,146,119,265,300,302,7,Australia,0,9
MG Johnson,0.0,0.0,0.0,0,199.0,2,26.0,2,24.0,16.0,40,146,119,265,300,302,7,Australia,0,9
TD Paine,111.0,62.0,49.0,149,161.0,2,27.0,1,24.0,11.0,35,118,105,223,0,296,20,Australia,0,9
CL White,0.0,0.0,0.0,0,161.0,2,27.0,1,24.0,11.0,35,118,105,223,0,296,20,Australia,0,9
CJ Ferguson,2.0,0.0,2.0,3,161.0,2,27.0,1,24.0,11.0,35,118,105,223,0,296,20,Australia,0,9
JR Hopes,0.0,0.0,0.0,0,161.0,2,27.0,1,24.0,11.0,35,118,105,223,0,296,20,Australia,0,9
TT Bresnan,29.0,12.0,17.0,35,146.0,8,22.0,1,0.0,3.0,3,64,107,171,297,185,14,England,1,9
JM Anderson,0.0,0.0,0.0,4,146.0,8,22.0,1,0.0,3.0,3,64,107,171,297,185,14,England,1,9
MEK Hussey,32.0,8.0,24.0,44,130.0,5,15.0,1,14.0,11.0,25,70,100,170,0,176,5,Australia,0,9
MG Johnson,6.0,0.0,6.0,14,130.0,5,15.0,1,14.0,11.0,25,70,100,170,0,176,5,Australia,0,9
B Lee,0.0,0.0,0.0,0,130.0,5,15.0,1,14.0,11.0,25,70,100,170,0,176,5,Australia,0,9
NM Hauritz,0.0,0.0,0.0,0,130.0,5,15.0,1,14.0,11.0,25,70,100,170,0,176,5,Australia,0,9
BW Hilfenhaus,0.0,0.0,0.0,0,130.0,5,15.0,1,14.0,11.0,25,70,100,170,0,176,5,Australia,0,9
PD Collingwood,13.0,8.0,5.0,21,137.0,5,19.0,1,0.0,0.0,0,84,72,156,177,177,21,England,1,9
JA Morkel,7.0,0.0,7.0,16,170.0,4,18.0,1,8.0,14.0,22,84,126,210,0,283,7,South Africa,1,9
JP Duminy,26.0,12.0,14.0,28,170.0,4,18.0,1,8.0,14.0,22,84,126,210,0,283,7,South Africa,1,9
J Botha,0.0,0.0,0.0,0,170.0,4,18.0,1,8.0,14.0,22,84,126,210,0,283,7,South Africa,1,9
Syed Rasel,1.0,0.0,1.0,2,150.0,6,20.0,3,8.0,6.0,14,102,82,184,284,222,38,Bangladesh,0,9
Naeem Islam,17.0,14.0,3.0,18,150.0,6,20.0,3,8.0,6.0,14,102,82,184,284,222,38,Bangladesh,0,9
MEK Hussey,39.0,12.0,27.0,50,165.0,5,23.0,0,12.0,24.0,36,98,126,224,0,286,9,Australia,0,9
JR Hopes,15.0,8.0,7.0,19,165.0,5,23.0,0,12.0,24.0,36,98,126,224,0,286,9,Australia,0,9
NM Hauritz,10.0,4.0,6.0,24,111.0,7,11.0,2,0.0,0.0,0,48,74,122,0,131,9,Australia,0,9
JP Duminy,7.0,0.0,7.0,11,156.0,2,35.0,1,14.0,19.0,33,78,146,224,0,289,9,South Africa,1,9
AB de Villiers,80.0,28.0,52.0,85,156.0,2,35.0,1,14.0,19.0,33,78,146,224,0,289,9,South Africa,1,9
JA Morkel,0.0,0.0,0.0,0,156.0,2,35.0,1,14.0,19.0,33,78,146,224,0,289,9,South Africa,1,9
MV Boucher,0.0,0.0,0.0,0,156.0,2,35.0,1,14.0,19.0,33,78,146,224,0,289,9,South Africa,1,9
JR Hopes,22.0,4.0,18.0,30,130.0,5,30.0,0,16.0,23.0,39,56,143,199,290,264,12,Australia,0,9
CJ Ferguson,47.0,16.0,31.0,56,130.0,5,30.0,0,16.0,23.0,39,56,143,199,290,264,12,Australia,0,9
AB de Villiers,70.0,30.0,40.0,65,186.0,2,35.0,1,16.0,14.0,30,112,139,251,0,317,12,South Africa,1,9
JA Morkel,4.0,0.0,4.0,5,186.0,2,35.0,1,16.0,14.0,30,112,139,251,0,317,12,South Africa,1,9
MV Boucher,0.0,0.0,0.0,0,186.0,2,35.0,1,16.0,14.0,30,112,139,251,0,317,12,South Africa,1,9
JP Duminy,0.0,0.0,0.0,0,186.0,2,35.0,1,16.0,14.0,30,112,139,251,0,317,12,South Africa,1,9
RT Ponting,37.0,0.0,37.0,62,171.0,4,29.0,1,28.0,17.0,45,104,141,245,318,256,11,Australia,0,9
JR Hopes,10.0,0.0,10.0,16,171.0,4,29.0,1,28.0,17.0,45,104,141,245,318,256,11,Australia,0,9
MG Johnson,0.0,0.0,0.0,0,171.0,4,29.0,1,28.0,17.0,45,104,141,245,318,256,11,Australia,0,9
NM Hauritz,0.0,0.0,0.0,0,171.0,4,29.0,1,28.0,17.0,45,104,141,245,318,256,11,Australia,0,9
NW Bracken,0.0,0.0,0.0,0,171.0,4,29.0,1,28.0,17.0,45,104,141,245,318,256,11,Australia,0,9
MG Johnson,1.0,0.0,1.0,2,202.0,3,33.0,3,0.0,14.0,14,112,137,249,0,303,9,Australia,0,9
MEK Hussey,19.0,4.0,15.0,30,202.0,3,33.0,3,0.0,14.0,14,112,137,249,0,303,9,Australia,0,9
NM Hauritz,0.0,0.0,0.0,0,202.0,3,33.0,3,0.0,14.0,14,112,137,249,0,303,9,Australia,0,9
JA Morkel,2.0,0.0,2.0,2,183.0,3,28.0,2,12.0,18.0,30,108,133,241,304,256,7,South Africa,1,9
AB de Villiers,31.0,4.0,27.0,35,183.0,3,28.0,2,12.0,18.0,30,108,133,241,304,256,7,South Africa,1,9
RE van der Merwe,0.0,0.0,0.0,0,183.0,3,28.0,2,12.0,18.0,30,108,133,241,304,256,7,South Africa,1,9
M Morkel,0.0,0.0,0.0,0,183.0,3,28.0,2,12.0,18.0,30,108,133,241,304,256,7,South Africa,1,9
DW Steyn,0.0,0.0,0.0,0,183.0,3,28.0,2,12.0,18.0,30,108,133,241,304,256,7,South Africa,1,9
