Batsman,Total Runs Scored,Home Runs,Non Home Runs,Balls Faced,R0,W0,R1,W1,Target,Team
AD Mathews,42,24,18,58,111,5,24,0,0,Sri Lanka
KMDN Kulasekara,0,0,0,0,111,5,24,0,0,Sri Lanka
EJG Morgan,39,16,23,52,120,3,23,1,195,England
MJ Prior,0,0,0,1,120,3,23,1,196,England
JR Hopes,1,0,1,1,130,3,13,2,0,Australia
CJ Ferguson,20,12,8,32,130,3,13,2,0,Australia
MG Johnson,0,0,0,0,130,3,13,2,0,Australia
B Lee,0,0,0,0,130,3,13,2,0,Australia
TM Dowlin,52,20,32,82,125,3,14,0,190,West Indies
FL Reifer,16,8,8,39,125,3,14,0,191,West Indies
DE Bernard,0,0,0,0,125,3,14,0,192,West Indies
DJG Sammy,0,0,0,0,125,3,14,0,193,West Indies
Shoaib Malik,49,16,33,81,123,3,35,0,0,Pakistan
Mohammad Yousuf,50,12,38,61,123,3,35,0,0,Pakistan
R Dravid,55,12,43,84,155,4,30,1,227,India
YK Pathan,0,0,0,0,155,4,30,1,228,India
Harbhajan Singh,0,0,0,0,155,4,30,1,229,India
DL Vettori,23,10,13,19,154,4,30,1,0,New Zealand
MJ Guptill,22,4,18,36,154,4,30,1,0,New Zealand
DPMD Jayawardene,68,32,36,77,151,6,45,0,270,Sri Lanka
KMDN Kulasekara,22,12,10,25,151,6,45,0,271,Sri Lanka
T Thushara,0,0,0,0,151,6,45,0,272,Sri Lanka
OA Shah,85,46,39,81,147,2,47,0,0,England
PD Collingwood,63,26,37,71,147,2,47,0,0,England
EJG Morgan,0,0,0,0,147,2,47,0,0,England
JP Duminy,19,0,19,24,160,3,28,0,288,South Africa
GC Smith,99,36,63,104,160,3,28,0,289,South Africa
MV Boucher,0,0,0,0,160,3,28,0,290,South Africa
RJ Sidebottom,1,0,1,11,93,7,11,2,0,England
JM Anderson,0,0,0,0,93,7,11,2,0,England
Misbah-ul-Haq,7,4,3,11,112,3,17,1,0,Pakistan
Mohammad Yousuf,18,4,14,34,112,3,17,1,0,Pakistan
CJ Ferguson,3,0,3,12,131,2,8,1,193,Australia
MEK Hussey,51,26,25,73,131,2,8,1,194,Australia
CL White,0,0,0,0,131,2,8,1,195,Australia
NO Miller,15,10,5,22,91,7,19,2,0,West Indies
GC Tonge,0,0,0,3,91,7,19,2,0,West Indies
TT Bresnan,32,12,20,40,141,6,28,0,0,England
LJ Wright,39,16,23,55,141,6,28,0,0,England
RT Ponting,92,46,46,97,145,1,42,0,252,Australia
SR Watson,91,44,47,114,145,1,42,0,253,Australia
Umar Akmal,32,16,16,45,109,4,21,0,0,Pakistan
Mohammad Yousuf,29,4,25,63,109,4,21,0,0,Pakistan
GD Elliott,32,4,28,61,117,4,19,0,217,New Zealand
DL Vettori,7,0,7,10,117,4,19,0,218,New Zealand
JEC Franklin,16,8,8,23,98,5,17,0,0,New Zealand
NT Broom,18,8,10,45,98,5,17,0,0,New Zealand
SR Watson,66,40,26,97,108,2,22,1,203,Australia
MEK Hussey,0,0,0,1,108,2,22,1,204,Australia
JR Hopes,0,0,0,0,108,2,22,1,205,Australia
CL White,26,4,22,44,144,3,24,0,0,Australia
MEK Hussey,13,4,9,15,144,3,24,0,0,Australia
MS Dhoni,31,16,15,41,125,3,32,1,265,India
SK Raina,1,0,1,3,125,3,32,1,266,India
RA Jadeja,0,0,0,0,125,3,32,1,267,India
Harbhajan Singh,0,0,0,0,125,3,32,1,268,India
P Kumar,0,0,0,0,125,3,32,1,269,India
MS Dhoni,61,16,45,67,179,3,27,1,0,India
SK Raina,2,0,2,3,179,3,27,1,0,India
AC Voges,28,0,28,37,134,4,24,1,243,Australia
SE Marsh,15,6,9,16,134,4,24,1,244,Australia
MG Johnson,0,0,0,0,134,4,24,1,245,Australia
NM Hauritz,0,0,0,0,134,4,24,1,246,Australia
MEK Hussey,31,0,31,41,121,1,13,2,0,Australia
AC Voges,3,0,3,11,121,1,13,2,0,Australia
Yuvraj Singh,51,32,19,63,107,3,31,0,208,India
MS Dhoni,38,8,30,66,107,3,31,0,209,India
MEK Hussey,27,8,19,31,131,3,42,0,0,Australia
CL White,40,14,26,47,131,3,42,0,0,Australia
MC Henriques,0,0,0,0,131,3,42,0,0,Australia
RA Jadeja,2,0,2,8,128,4,13,2,200,India
Harbhajan Singh,4,4,0,5,128,4,13,2,201,India
P Kumar,0,0,0,0,128,4,13,2,202,India
SE Marsh,77,24,53,89,165,1,31,0,0,Australia
RT Ponting,26,4,22,33,165,1,31,0,0,Australia
CL White,0,0,0,0,165,1,31,0,0,Australia
SR Tendulkar,132,76,56,106,194,4,38,0,331,India
SK Raina,39,16,23,42,194,4,38,0,332,India
RA Jadeja,37,16,21,75,70,5,20,2,0,India
P Kumar,7,4,3,14,70,5,20,2,0,India
MEK Hussey,22,4,18,47,108,3,18,0,164,Australia
CL White,24,0,24,43,108,3,18,0,165,Australia
AC Voges,0,0,0,0,108,3,18,0,166,Australia
Mushfiqur Rahim,31,12,19,47,96,6,14,1,0,Bangladesh
Abdur Razzak,0,0,0,0,96,6,14,1,0,Bangladesh
Dolar Mahmud,0,0,0,0,96,6,14,1,0,Bangladesh
T Taibu,24,10,14,40,126,4,12,1,0,Zimbabwe
MN Waller,6,0,6,13,126,4,12,1,0,Zimbabwe
CJ Chibhabha,3,0,3,11,148,6,16,0,0,Zimbabwe
AG Cremer,0,0,0,0,148,6,16,0,0,Zimbabwe
E Chigumbura,14,8,6,23,148,6,16,0,0,Zimbabwe
Mahmudullah,6,4,2,14,145,2,30,1,190,Bangladesh
Raqibul Hasan,21,10,11,28,145,2,30,1,191,Bangladesh
Mushfiqur Rahim,0,0,0,0,145,2,30,1,192,Bangladesh
Shakib Al Hasan,0,0,0,0,145,2,30,1,193,Bangladesh
BRM Taylor,55,18,37,76,116,7,13,0,0,Zimbabwe
AG Cremer,6,0,6,24,116,7,13,0,0,Zimbabwe
RW Price,0,0,0,0,116,7,13,0,0,Zimbabwe
Mahmudullah,13,0,13,35,118,5,13,0,208,Bangladesh
Naeem Islam,19,4,15,38,118,5,13,0,209,Bangladesh
NT Broom,24,4,20,37,153,5,26,0,0,New Zealand
DL Vettori,31,14,17,25,153,5,26,0,0,New Zealand
JDP Oram,0,0,0,0,153,5,26,0,0,New Zealand
Naeem Islam,7,0,7,21,138,6,17,0,176,Bangladesh
Mahmudullah,23,10,13,22,138,6,17,0,177,Bangladesh
Shahadat Hossain,0,0,0,0,138,6,17,0,178,Bangladesh
Shafiul Islam,0,0,0,0,138,6,17,0,179,Bangladesh
Naeem Islam,12,0,12,42,61,6,9,0,0,Bangladesh
Mushfiqur Rahim,29,12,17,64,61,6,9,0,0,Bangladesh
Imrul Kayes,65,28,37,108,124,3,21,0,0,Bangladesh
Shakib Al Hasan,23,4,19,36,124,3,21,0,0,Bangladesh
Mushfiqur Rahim,0,0,0,0,124,3,21,0,0,Bangladesh
NT Broom,15,4,11,25,164,4,23,1,235,New Zealand
JDP Oram,0,0,0,0,164,4,23,1,236,New Zealand
JEC Franklin,0,0,0,0,164,4,23,1,237,New Zealand
IG Butler,0,0,0,0,164,4,23,1,238,New Zealand
MEK Hussey,18,4,14,25,157,4,18,1,0,Australia
JR Hopes,1,0,1,3,157,4,18,1,0,Australia
LRPL Taylor,62,30,32,59,150,3,19,1,270,New Zealand
NT Broom,1,0,1,6,150,3,19,1,271,New Zealand
SB Styris,0,0,0,0,150,3,19,1,272,New Zealand
CL White,20,4,16,33,130,4,24,0,0,Australia
MEK Hussey,22,4,18,39,130,4,24,0,0,Australia
DL Vettori,35,18,17,29,144,6,38,1,240,New Zealand
DR Tuffey,8,4,4,8,144,6,38,1,241,New Zealand
SE Bond,0,0,0,0,144,6,38,1,242,New Zealand
SB Styris,24,8,16,34,141,5,29,0,0,New Zealand
GJ Hopkins,11,4,7,17,141,5,29,0,0,New Zealand
MEK Hussey,9,6,3,13,158,1,25,1,242,Australia
BJ Haddin,90,46,44,108,158,1,25,1,243,Australia
CL White,0,0,0,0,158,1,25,1,244,Australia
JEC Franklin,5,0,5,16,131,5,10,1,0,New Zealand
GJ Hopkins,6,0,6,16,131,5,10,1,0,New Zealand
DR Tuffey,0,0,0,0,131,5,10,1,0,New Zealand
GJ Hopkins,5,0,5,13,118,4,17,2,0,New Zealand
NL McCullum,3,0,3,6,118,4,17,2,0,New Zealand
DR Tuffey,0,0,0,0,118,4,17,2,0,New Zealand
MEK Hussey,38,20,18,42,106,5,26,0,186,Australia
JR Hopes,13,0,13,30,106,5,26,0,187,Australia
MG Johnson,0,0,0,0,106,5,26,0,188,Australia
CL White,30,8,22,45,106,3,21,0,0,Australia
TD Paine,51,14,37,94,106,3,21,0,0,Australia
MEK Hussey,0,0,0,0,106,3,21,0,0,Australia
JF Mooney,6,0,6,19,134,6,6,3,176,Ireland
WB Rankin,0,0,0,1,134,6,6,3,177,Ireland
JR Hopes,2,0,2,3,141,4,25,1,0,Australia
MJ Clarke,47,20,27,61,141,4,25,1,0,Australia
TT Bresnan,1,0,1,1,144,4,37,1,256,England
EJG Morgan,56,32,24,49,144,4,37,1,257,England
SPD Smith,10,4,6,19,116,5,30,0,0,Australia
CL White,35,18,17,49,116,5,30,0,0,Australia
EJG Morgan,36,4,32,52,149,3,26,0,234,England
PD Collingwood,47,20,27,62,149,3,26,0,235,England
LJ Wright,0,0,0,0,149,3,26,0,236,England
TT Bresnan,0,0,0,0,149,3,26,0,237,England
MJ Clarke,28,0,28,43,135,3,13,1,0,Australia
MEK Hussey,0,0,0,5,135,3,13,1,0,Australia
SPD Smith,0,0,0,0,135,3,13,1,0,Australia
EJG Morgan,5,0,5,10,123,2,21,1,203,England
AJ Strauss,74,32,42,104,123,2,21,1,204,England
MJ Clarke,51,12,39,65,137,2,28,0,0,Australia
RT Ponting,65,32,33,72,137,2,28,0,0,Australia
TT Bresnan,13,4,9,12,139,5,27,1,206,England
MH Yardy,32,8,24,41,139,5,27,1,207,England
SE Marsh,7,0,7,18,104,4,17,0,0,Australia
MEK Hussey,11,0,11,18,104,4,17,0,0,Australia
TT Bresnan,15,8,7,11,112,5,29,1,218,England
PD Collingwood,79,32,47,107,112,5,29,1,219,England
Shakib Al Hasan,14,8,6,19,131,3,32,0,0,Bangladesh
Raqibul Hasan,56,20,36,66,131,3,32,0,0,Bangladesh
Mushfiqur Rahim,0,0,0,0,131,3,32,0,0,Bangladesh
EJG Morgan,7,0,7,11,154,2,21,1,233,England
IR Bell,53,12,41,74,154,2,21,1,234,England
MH Yardy,0,0,0,0,154,2,21,1,235,England
Mohammad Ashraful,5,0,5,18,135,3,13,1,0,Bangladesh
Imrul Kayes,63,16,47,98,135,3,13,1,0,Bangladesh
Mahmudullah,0,0,0,0,135,3,13,1,0,Bangladesh
IJL Trott,45,12,33,86,117,5,18,1,212,England
A Shahzad,1,0,1,1,117,5,18,1,213,England
SCJ Broad,0,0,0,0,117,5,18,1,214,England
AJ Strauss,100,54,46,106,152,1,30,0,0,England
IJL Trott,82,36,46,104,152,1,30,0,0,England
Mahmudullah,23,8,15,56,125,7,19,0,192,Bangladesh
Abdur Razzak,16,4,12,19,125,7,19,0,193,Bangladesh
Tamim Iqbal,102,60,42,100,142,6,22,0,0,Bangladesh
Naeem Islam,11,4,7,19,142,6,22,0,0,Bangladesh
PD Collingwood,58,28,30,73,143,3,31,0,223,England
EJG Morgan,32,16,16,40,143,3,31,0,224,England
MJ Prior,0,0,0,0,143,3,31,0,225,England
Mushfiqur Rahim,46,12,34,61,119,2,26,1,0,Bangladesh
Shakib Al Hasan,2,0,2,7,119,2,26,1,0,Bangladesh
Mahmudullah,0,0,0,0,119,2,26,1,0,Bangladesh
EJG Morgan,46,14,32,60,132,4,28,0,253,England
MJ Prior,25,8,17,43,132,4,28,0,254,England
LJ Wright,0,0,0,0,132,4,28,0,255,England
C Kieswetter,57,24,33,87,114,2,28,0,0,England
PD Collingwood,31,4,27,44,114,2,28,0,0,England
EJG Morgan,0,0,0,0,114,2,28,0,0,England
Naeem Islam,4,0,4,8,133,4,22,1,223,Bangladesh
Mahmudullah,10,0,10,29,133,4,22,1,224,Bangladesh
IJL Trott,50,4,46,65,178,3,30,1,0,England
RS Bopara,3,0,3,9,178,3,30,1,0,England
TT Bresnan,0,0,0,0,178,3,30,1,0,England
Shahid Afridi,11,0,11,18,157,4,45,1,242,Pakistan
Asad Shafiq,18,16,2,8,157,4,45,1,243,Pakistan
Umar Gul,0,0,0,0,157,4,45,1,244,Pakistan
Shoaib Akhtar,0,0,0,0,157,4,45,1,245,Pakistan
Saeed Ajmal,0,0,0,0,157,4,45,1,246,Pakistan
Mohammad Irfan,0,0,0,0,157,4,45,1,247,Pakistan
Mohammad Yousuf,34,10,24,39,149,2,27,0,0,Pakistan
Asad Shafiq,25,4,21,31,149,2,27,0,0,Pakistan
Umar Akmal,0,0,0,0,149,2,27,0,0,Pakistan
PD Collingwood,5,0,5,8,157,1,30,1,280,England
AJ Strauss,103,42,61,113,157,1,30,1,281,England
EJG Morgan,0,0,0,0,157,1,30,1,282,England
Fawad Alam,53,8,45,78,115,5,26,0,0,Pakistan
Shahid Afridi,12,4,8,16,115,5,26,0,0,Pakistan
Abdul Razzaq,0,0,0,0,115,5,26,0,0,Pakistan
Umar Gul,0,0,0,0,115,5,26,0,0,Pakistan
LJ Wright,31,12,19,40,151,5,21,0,205,England
EJG Morgan,53,20,33,67,151,5,21,0,206,England
TT Bresnan,0,0,0,0,151,5,21,0,207,England
SCJ Broad,0,0,0,0,151,5,21,0,208,England
Fawad Alam,27,4,23,45,123,3,13,1,0,Pakistan
Umar Akmal,3,0,3,10,123,3,13,1,0,Pakistan
Shahid Afridi,0,0,0,0,123,3,13,1,0,Pakistan
EJG Morgan,8,4,4,11,139,3,19,1,207,England
IR Bell,25,8,17,34,139,3,19,1,208,England
MH Yardy,0,0,0,0,139,3,19,1,209,England
PD Collingwood,29,0,29,43,119,4,30,0,0,England
EJG Morgan,47,12,35,55,119,4,30,0,0,England
Abdul Razzaq,7,0,7,20,107,6,16,1,130,Pakistan
Umar Gul,6,4,2,12,107,6,16,1,131,Pakistan
Saeed Ajmal,0,0,0,0,107,6,16,1,132,Pakistan
Shoaib Akhtar,0,0,0,0,107,6,16,1,133,Pakistan
Shahid Afridi,51,26,25,38,105,4,39,0,0,Pakistan
Khalid Latif,54,8,46,101,105,4,39,0,0,Pakistan
Kamran Akmal,0,0,0,0,105,4,39,0,0,Pakistan
JDP Oram,9,4,5,20,110,5,19,2,139,New Zealand
SE Bond,0,0,0,0,110,5,19,2,140,New Zealand
IG Butler,0,0,0,0,110,5,19,2,141,New Zealand
TG Southee,0,0,0,0,110,5,19,2,142,New Zealand
DL Vettori,18,4,14,22,157,4,30,0,0,New Zealand
BB McCullum,92,52,40,98,157,4,30,0,0,New Zealand
NT Broom,0,0,0,0,157,4,30,0,0,New Zealand
JDP Oram,0,0,0,0,157,4,30,0,0,New Zealand
Abdul Razzaq,1,0,1,2,128,4,25,2,226,Pakistan
Shoaib Malik,7,0,7,11,128,4,25,2,227,Pakistan
DL Vettori,4,0,4,4,142,3,18,1,0,New Zealand
LRPL Taylor,37,6,31,60,142,3,18,1,0,New Zealand
NT Broom,0,0,0,0,142,3,18,1,0,New Zealand
JDP Oram,0,0,0,0,142,3,18,1,0,New Zealand
Saeed Ajmal,2,0,2,5,92,8,21,1,192,Pakistan
Mohammad Amir,26,22,4,35,92,8,21,1,193,Pakistan
HM Amla,80,24,56,96,155,2,22,0,0,South Africa
AN Petersen,0,0,0,0,155,2,22,0,0,South Africa
MV Boucher,11,4,7,26,155,2,22,0,0,South Africa
JA Morkel,0,0,0,0,155,2,22,0,0,South Africa
T Taibu,32,8,24,65,88,5,24,0,237,Zimbabwe
S Matsikenyeri,34,8,26,55,88,5,24,0,238,Zimbabwe
JP Duminy,46,18,28,47,163,2,23,1,0,South Africa
AN Petersen,1,0,1,3,163,2,23,1,0,South Africa
V Sehwag,146,104,42,102,244,1,42,0,0,India
SK Raina,0,0,0,0,244,1,42,0,0,India
MS Dhoni,71,46,25,53,244,1,42,0,0,India
G Gambhir,0,0,0,0,244,1,42,0,0,India
Harbhajan Singh,0,0,0,0,244,1,42,0,0,India
KC Sangakkara,66,48,18,35,239,1,40,0,391,Sri Lanka
TM Dilshan,146,88,58,120,239,1,40,0,392,Sri Lanka
ST Jayasuriya,0,0,0,0,239,1,40,0,393,Sri Lanka
DPMD Jayawardene,0,0,0,0,239,1,40,0,394,Sri Lanka
SHT Kandamby,0,0,0,0,239,1,40,0,395,Sri Lanka
MS Dhoni,48,12,36,61,145,4,19,0,0,India
SK Raina,13,4,9,22,145,4,19,0,0,India
TM Dilshan,120,60,60,109,181,2,24,0,294,Sri Lanka
DPMD Jayawardene,27,0,27,37,181,2,24,0,295,Sri Lanka
SHT Kandamby,0,0,0,0,181,2,24,0,296,Sri Lanka
AD Mathews,0,0,0,0,181,2,24,0,297,Sri Lanka
KMDN Kulasekara,1,0,1,3,178,4,18,1,0,Sri Lanka
SHT Kandamby,18,8,10,27,178,4,18,1,0,Sri Lanka
S Randiv,0,0,0,0,178,4,18,1,0,Sri Lanka
SL Malinga,0,0,0,0,178,4,18,1,0,Sri Lanka
BAW Mendis,0,0,0,0,178,4,18,1,0,Sri Lanka
KD Karthik,9,4,5,8,157,2,17,1,228,India
SR Tendulkar,66,32,34,83,157,2,17,1,229,India
WU Tharanga,104,62,42,110,155,2,28,0,0,Sri Lanka
KC Sangakkara,55,16,39,70,155,2,28,0,0,Sri Lanka
DPMD Jayawardene,0,0,0,0,155,2,28,0,0,Sri Lanka
G Gambhir,86,32,54,91,174,2,25,0,295,India
V Kohli,95,44,51,108,174,2,25,0,296,India
KD Karthik,0,0,0,0,174,2,25,0,297,India
V Kohli,46,20,26,43,182,2,46,0,0,India
V Sehwag,115,52,63,108,182,2,46,0,0,India
Shakib Al Hasan,39,12,27,38,152,2,34,1,260,Bangladesh
Mushfiqur Rahim,6,4,2,8,152,2,34,1,261,Bangladesh
Raqibul Hasan,0,0,0,0,152,2,34,1,262,Bangladesh
MJ Clarke,10,0,10,9,128,1,20,2,0,Australia
CL White,2,0,2,7,128,1,20,2,0,Australia
AG Cremer,20,8,12,24,97,7,21,0,154,Zimbabwe
P Utseya,13,0,13,32,97,7,21,0,155,Zimbabwe
RW Price,0,0,0,0,97,7,21,0,156,Zimbabwe
S Chanderpaul,12,0,12,30,122,4,27,0,0,West Indies
DJ Bravo,24,12,12,29,122,4,27,0,0,West Indies
DC Thomas,0,0,0,0,122,4,27,0,0,West Indies
JP Duminy,22,4,18,24,146,3,28,0,213,South Africa
AB de Villiers,89,44,45,87,146,3,28,0,214,South Africa
DL Vettori,8,0,8,15,106,7,16,0,0,New Zealand
NL McCullum,34,4,30,56,106,7,16,0,0,New Zealand
Mohammad Ashraful,1,0,1,4,128,4,17,1,0,Bangladesh
Naeem Islam,0,0,0,0,128,4,17,1,0,Bangladesh
Raqibul Hasan,33,4,29,58,128,4,17,1,0,Bangladesh
Shafiul Islam,0,0,0,0,128,4,17,1,0,Bangladesh
AC Botha,10,4,6,19,109,5,30,0,166,Ireland
KJ O'Brien,36,18,18,38,109,5,30,0,167,Ireland
JF Mooney,0,0,0,0,109,5,30,0,168,Ireland
DT Johnston,0,0,0,0,109,5,30,0,169,Ireland
Misbah-ul-Haq,34,4,30,50,149,3,20,0,0,Pakistan
Younis Khan,51,12,39,58,149,3,20,0,0,Pakistan
LPC Silva,16,0,16,49,107,4,23,0,238,Sri Lanka
KC Sangakkara,37,8,29,53,107,4,23,0,239,Sri Lanka
AD Mathews,0,0,0,0,107,4,23,0,240,Sri Lanka
Yuvraj Singh,11,4,7,17,175,2,25,0,0,India
SR Tendulkar,103,56,47,106,175,2,25,0,0,India
MS Dhoni,0,0,0,0,175,2,25,0,0,India
AJ Strauss,130,70,60,120,189,2,41,0,328,England
IR Bell,53,22,31,49,189,2,41,0,329,England
IR Bell,52,18,34,62,170,2,35,0,0,England
IJL Trott,60,24,36,62,170,2,35,0,0,England
AR Cusack,25,8,17,32,148,5,49,0,297,Ireland
KJ O'Brien,76,70,6,40,148,5,49,0,298,Ireland
P Utseya,8,0,8,32,89,7,17,0,0,Zimbabwe
AG Cremer,16,4,12,36,89,7,17,0,0,Zimbabwe
RW Price,0,0,0,0,89,7,17,0,0,Zimbabwe
WTS Porterfield,72,30,42,100,118,4,19,1,0,Ireland
AR Cusack,1,0,1,6,118,4,19,1,0,Ireland
JF Mooney,0,0,0,0,118,4,19,1,0,Ireland
MS Dhoni,22,8,14,32,116,4,23,0,202,India
Yuvraj Singh,30,4,26,52,116,4,23,0,203,India
RS Bopara,49,14,35,87,101,4,17,0,0,England
MJ Prior,10,4,6,18,101,4,17,0,0,England
MH Yardy,0,0,0,0,101,4,17,0,0,England
TT Bresnan,0,0,0,0,101,4,17,0,0,England
RJ Peterson,2,0,2,6,117,3,6,3,160,South Africa
MN van Wyk,0,0,0,6,117,3,6,3,161,South Africa
DW Steyn,0,0,0,0,117,3,6,3,162,South Africa
SB Styris,11,0,11,15,107,4,22,0,0,New Zealand
LRPL Taylor,50,16,34,79,107,4,22,0,0,New Zealand
Umar Gul,2,0,2,3,98,7,34,1,183,Pakistan
Abdul Razzaq,44,28,16,58,98,7,34,1,184,Pakistan
TM Dilshan,113,58,55,105,162,0,43,0,0,Sri Lanka
WU Tharanga,92,44,48,110,162,0,43,0,0,Sri Lanka
AG Cremer,13,4,9,17,144,6,24,1,173,Zimbabwe
RW Price,9,8,1,12,144,6,24,1,174,Zimbabwe
T Panyangara,0,0,0,0,144,6,24,1,175,Zimbabwe
CB Mpofu,0,0,0,0,144,6,24,1,176,Zimbabwe
KA Pollard,5,0,5,11,111,2,21,1,0,West Indies
DS Smith,82,38,44,116,111,2,21,1,0,West Indies
EC Joyce,83,36,47,101,127,3,25,0,224,Ireland
GC Wilson,28,14,14,41,127,3,25,0,225,Ireland
KJ O'Brien,0,0,0,0,127,3,25,0,226,Ireland
IJL Trott,48,4,44,75,117,3,21,0,0,England
EJG Morgan,52,28,24,63,117,3,21,0,0,England
RS Bopara,0,0,0,0,117,3,21,0,0,England
Shakib Al Hasan,31,4,27,55,132,3,10,1,195,Bangladesh
Mushfiqur Rahim,1,0,1,18,132,3,10,1,196,Bangladesh
Naeem Islam,0,0,0,0,132,3,10,1,197,Bangladesh
Mahmudullah,0,0,0,0,132,3,10,1,198,Bangladesh
Abdur Razzak,0,0,0,0,132,3,10,1,199,Bangladesh
G Gambhir,47,16,31,59,184,1,34,0,0,India
SR Tendulkar,98,46,52,92,184,1,34,0,0,India
JH Kallis,67,16,51,85,143,2,25,0,293,South Africa
AB de Villiers,24,10,14,24,143,2,25,0,294,South Africa
JP Duminy,0,0,0,0,143,2,25,0,295,South Africa
E Chigumbura,13,0,13,29,103,6,15,0,0,Zimbabwe
P Utseya,9,0,9,21,103,6,15,0,0,Zimbabwe
CA Ingram,22,12,10,29,128,5,28,0,0,South Africa
JP Duminy,37,4,33,57,128,5,28,0,0,South Africa
J Botha,0,0,0,0,128,5,28,0,0,South Africa
JC Tredwell,3,0,3,12,138,5,14,1,0,England
LJ Wright,12,4,8,27,138,5,14,1,0,England
TT Bresnan,0,0,0,0,138,5,14,1,0,England
AD Russell,28,14,14,21,146,6,37,0,215,West Indies
RR Sarwan,23,8,15,50,146,6,37,0,216,West Indies
DPMD Jayawardene,64,24,40,87,111,2,31,0,0,Sri Lanka
KC Sangakkara,72,34,38,105,111,2,31,0,0,Sri Lanka
AD Mathews,0,0,0,0,111,2,31,0,0,Sri Lanka
MEK Hussey,8,0,8,13,103,3,19,2,0,Australia
SPD Smith,2,0,2,2,103,3,19,2,0,Australia
MG Johnson,0,0,0,0,103,3,19,2,0,Australia
JJ Krejza,0,0,0,0,103,3,19,2,0,Australia
Abdul Razzaq,4,0,4,5,127,4,23,2,172,Pakistan
Umar Akmal,39,22,17,43,127,4,23,2,173,Pakistan
F du Plessis,10,0,10,13,137,3,24,0,0,South Africa
JH Kallis,38,12,26,49,137,3,24,0,0,South Africa
MS Dhoni,6,0,6,9,149,2,27,1,0,India
Yuvraj Singh,87,42,45,95,149,2,27,1,0,India
DJG Sammy,1,0,1,3,145,2,7,3,175,West Indies
RR Sarwan,28,8,20,53,145,2,7,3,176,West Indies
AD Russell,0,0,0,0,145,2,7,3,177,West Indies
SJ Benn,0,0,0,0,145,2,7,3,178,West Indies
S Chanderpaul,32,6,26,84,66,8,15,0,0,West Indies
KAJ Roach,8,4,4,20,66,8,15,0,0,West Indies
CL White,2,0,2,2,133,2,20,2,0,Australia
RT Ponting,62,16,46,82,133,2,20,2,0,Australia
MS Dhoni,2,0,2,2,144,3,16,1,241,India
Yuvraj Singh,16,8,8,23,144,3,16,1,242,India
SK Raina,0,0,0,0,144,3,16,1,243,India
SB Styris,3,0,3,5,110,2,23,1,0,New Zealand
JD Ryder,82,32,50,118,110,2,23,1,0,New Zealand
KS Williamson,0,0,0,0,110,2,23,1,0,New Zealand
DW Steyn,5,4,1,3,122,5,18,2,170,South Africa
F du Plessis,13,4,9,26,122,5,18,2,171,South Africa
M Morkel,0,0,0,0,122,5,18,2,172,South Africa
IJL Trott,55,4,51,77,109,3,33,0,0,England
EJG Morgan,26,12,14,27,109,3,33,0,0,England
WU Tharanga,86,46,40,112,132,0,45,0,211,Sri Lanka
TM Dilshan,91,44,47,101,132,0,45,0,212,Sri Lanka
SB Styris,35,16,19,45,116,3,19,0,0,New Zealand
LRPL Taylor,29,4,25,47,116,3,19,0,0,New Zealand
KS Williamson,0,0,0,0,116,3,19,0,0,New Zealand
TT Samaraweera,2,0,2,5,140,1,20,2,209,Sri Lanka
KC Sangakkara,54,34,20,80,140,1,20,2,210,Sri Lanka
LPC Silva,0,0,0,0,140,1,20,2,211,Sri Lanka
SR Tendulkar,82,44,38,110,159,4,12,0,0,India
MS Dhoni,15,8,7,24,159,4,12,0,0,India
SK Raina,0,0,0,0,159,4,12,0,0,India
Abdul Razzaq,2,0,2,5,130,4,16,1,224,Pakistan
Misbah-ul-Haq,10,0,10,30,130,4,16,1,225,Pakistan
Shahid Afridi,0,0,0,0,130,4,16,1,226,Pakistan
DPMD Jayawardene,54,24,30,53,126,3,27,0,0,Sri Lanka
TT Samaraweera,16,8,8,26,126,3,27,0,0,Sri Lanka
CK Kapugedera,0,0,0,0,126,3,27,0,0,Sri Lanka
KMDN Kulasekara,0,0,0,0,126,3,27,0,0,Sri Lanka
G Gambhir,88,36,52,107,141,3,31,0,263,India
MS Dhoni,31,8,23,39,141,3,31,0,264,India
Mohammad Ashraful,26,4,22,48,112,4,23,1,0,Bangladesh
Mahmudullah,10,4,6,15,112,4,23,1,0,Bangladesh
TM Dilshan,82,40,42,105,170,2,9,0,238,Sri Lanka
TT Samaraweera,9,4,5,22,170,2,9,0,239,Sri Lanka
SK Raina,4,0,4,10,152,3,22,1,0,India
Yuvraj Singh,69,36,33,83,152,3,22,1,0,India
RA Jadeja,0,0,0,0,152,3,22,1,0,India
KC Sangakkara,59,16,43,80,148,2,25,0,266,Sri Lanka
TT Samaraweera,62,24,38,65,148,2,25,0,267,Sri Lanka
SHT Kandamby,0,0,0,0,148,2,25,0,268,Sri Lanka
Raqibul Hasan,12,6,6,26,150,3,23,1,0,Bangladesh
Mushfiqur Rahim,2,0,2,3,150,3,23,1,0,Bangladesh
Mahmudullah,0,0,0,0,150,3,23,1,0,Bangladesh
MS Dhoni,64,16,48,75,154,3,33,1,276,India
SK Raina,0,0,0,0,154,3,33,1,277,India
Raqibul Hasan,40,8,32,67,122,3,25,0,0,Bangladesh
Shakib Al Hasan,31,4,27,57,122,3,25,0,0,Bangladesh
