Batsman,Total Runs Scored,Home Runs,Non Home Runs,Balls Faced,R0,W0,R1,W1,Target,Team
AJ Finch,73,30,43,110,148,1,47,1,0,Australia
MJ Clarke,0,0,0,0,148,1,47,1,0,Australia
SR Watson,0,0,0,0,148,1,47,1,0,Australia
MS Dhoni,29,8,21,33,128,4,31,0,219,India
AM Rahane,43,8,35,66,128,4,31,0,220,India
RA Jadeja,0,0,0,0,128,4,31,0,221,India
LRPL Taylor,40,8,32,74,111,3,28,0,0,New Zealand
CJ Anderson,0,0,0,0,111,3,28,0,0,New Zealand
L Ronchi,0,0,0,0,111,3,28,0,0,New Zealand
GD Elliott,72,26,46,69,111,3,28,0,0,New Zealand
DL Vettori,0,0,0,0,111,3,28,0,0,New Zealand
Sohaib Maqsood,34,10,24,40,148,2,24,0,0,Pakistan
Mohammad Hafeez,66,24,42,89,148,2,24,0,0,Pakistan
AD Mathews,13,4,9,17,141,4,31,0,296,Sri Lanka
LD Chandimal,32,18,14,35,141,4,31,0,297,Sri Lanka
Ahmed Shehzad,83,24,59,107,132,3,20,0,0,Pakistan
Misbah-ul-Haq,12,0,12,23,132,3,20,0,0,Pakistan
AD Mathews,2,0,2,2,146,2,19,2,271,Sri Lanka
NLTC Perera,5,0,5,12,146,2,19,2,272,Sri Lanka
KMDN Kulasekara,0,0,0,0,146,2,19,2,273,Sri Lanka
Mohammad Hafeez,77,28,49,96,146,1,21,1,0,Pakistan
Sohaib Maqsood,7,4,3,15,146,1,21,1,0,Pakistan
Misbah-ul-Haq,0,0,0,0,146,1,21,1,0,Pakistan
AD Mathews,26,10,16,36,132,5,33,2,209,Sri Lanka
NLTC Perera,0,0,0,2,132,5,33,2,210,Sri Lanka
SMSM Senanayake,0,0,0,0,132,5,33,2,211,Sri Lanka
SL Malinga,0,0,0,0,132,5,33,2,212,Sri Lanka
AD Mathews,11,0,11,15,134,4,23,0,0,Sri Lanka
SMA Priyanjan,74,40,34,91,134,4,23,0,0,Sri Lanka
KMDN Kulasekara,0,0,0,0,134,4,23,0,0,Sri Lanka
KDK Vithanage,0,0,0,0,134,4,23,0,0,Sri Lanka
Mohammad Hafeez,103,60,43,103,158,2,26,0,217,Pakistan
Sohaib Maqsood,24,10,14,35,158,2,26,0,218,Pakistan
Misbah-ul-Haq,39,8,31,69,120,4,9,0,0,Pakistan
Umar Akmal,7,0,7,26,120,4,9,0,0,Pakistan
Anwar Ali,0,0,0,0,120,4,9,0,0,Pakistan
Abdur Rehman,0,0,0,0,120,4,9,0,0,Pakistan
LD Chandimal,22,0,22,33,129,3,12,1,224,Sri Lanka
AD Mathews,4,0,4,14,129,3,12,1,225,Sri Lanka
Misbah-ul-Haq,39,8,31,47,121,2,33,0,0,Pakistan
Mohammad Hafeez,64,42,22,64,121,2,33,0,0,Pakistan
Umar Amin,0,0,0,0,121,2,33,0,0,Pakistan
Shahid Afridi,0,0,0,0,121,2,33,0,0,Pakistan
H Masakadza,80,38,42,97,129,1,29,0,240,Zimbabwe
BRM Taylor,24,12,12,31,129,1,29,0,241,Zimbabwe
T Maruma,0,0,0,0,129,1,29,0,242,Zimbabwe
Umar Amin,21,0,21,45,119,3,17,0,0,Pakistan
Mohammad Hafeez,75,38,37,93,119,3,17,0,0,Pakistan
BRM Taylor,75,30,45,85,149,4,19,0,199,Zimbabwe
MN Waller,22,12,10,29,149,4,19,0,200,Zimbabwe
P Utseya,0,0,0,0,149,4,19,0,201,Zimbabwe
E Chigumbura,0,0,0,0,149,4,19,0,202,Zimbabwe
T Panyangara,0,0,0,0,149,4,19,0,203,Zimbabwe
Umar Amin,4,0,4,5,102,1,20,1,0,Pakistan
Misbah-ul-Haq,14,4,10,42,102,1,20,1,0,Pakistan
MN Waller,40,16,24,57,98,6,28,0,137,Zimbabwe
P Utseya,23,4,19,44,98,6,28,0,138,Zimbabwe
SW Masakadza,0,0,0,0,98,6,28,0,139,Zimbabwe
T Panyangara,0,0,0,0,98,6,28,0,140,Zimbabwe
TL Chatara,0,0,0,0,98,6,28,0,141,Zimbabwe
NL McCullum,23,12,11,30,96,7,26,2,0,New Zealand
MJ McClenaghan,2,0,2,6,96,7,26,2,0,New Zealand
LRPL Taylor,5,0,5,8,129,1,22,1,0,New Zealand
MJ Guptill,52,10,42,99,129,1,22,1,0,New Zealand
DJ Bravo,30,18,12,41,163,3,32,0,0,West Indies
KA Edwards,52,26,26,66,163,3,32,0,0,West Indies
LRPL Taylor,53,4,49,77,131,2,25,1,0,New Zealand
BB McCullum,6,4,2,7,131,2,25,1,0,New Zealand
CJ Anderson,0,0,0,0,131,2,25,1,0,New Zealand
V Kohli,78,30,48,82,128,4,24,0,254,India
MS Dhoni,14,4,10,26,128,4,24,0,255,India
CJ Anderson,5,4,1,3,150,2,33,1,0,New Zealand
LRPL Taylor,37,16,21,44,150,2,33,1,0,New Zealand
BB McCullum,0,0,0,0,150,2,33,1,0,New Zealand
L Ronchi,0,0,0,0,150,2,33,1,0,New Zealand
NL McCullum,0,0,0,0,150,2,33,1,0,New Zealand
MS Dhoni,32,16,16,29,159,4,49,0,268,India
SK Raina,30,20,10,19,159,4,49,0,269,India
RA Jadeja,0,0,0,0,159,4,49,0,270,India
R Ashwin,0,0,0,0,159,4,49,0,271,India
B Kumar,0,0,0,0,159,4,49,0,272,India
MJ Guptill,99,50,49,119,148,1,44,2,0,New Zealand
LRPL Taylor,0,0,0,2,148,1,44,2,0,New Zealand
BB McCullum,0,0,0,0,148,1,44,2,0,New Zealand
L Ronchi,0,0,0,0,148,1,44,2,0,New Zealand
R Ashwin,18,8,10,17,151,5,18,0,297,India
MS Dhoni,44,20,24,60,151,5,18,0,298,India
RA Jadeja,0,0,0,0,151,5,18,0,299,India
MS Dhoni,23,10,13,28,118,3,33,2,0,India
RA Jadeja,2,0,2,10,118,3,33,2,0,India
BB McCullum,0,0,0,0,164,2,20,1,276,New Zealand
LRPL Taylor,70,40,30,86,164,2,20,1,277,New Zealand
KS Williamson,74,28,46,85,133,2,30,0,0,New Zealand
LRPL Taylor,56,24,32,66,133,2,30,0,0,New Zealand
BB McCullum,0,0,0,0,133,2,30,0,0,New Zealand
V Kohli,81,46,35,76,108,4,32,0,211,India
MS Dhoni,24,4,20,43,108,4,32,0,212,India
R Ashwin,0,0,0,0,108,4,32,0,213,India
MS Dhoni,3,0,3,12,119,4,22,0,0,India
SK Raina,34,20,14,43,119,4,22,0,0,India
CR Woakes,19,6,13,21,115,6,22,2,157,England
JC Tredwell,1,0,1,2,115,6,22,2,158,England
JM Anderson,0,0,0,0,115,6,22,2,159,England
BA Stokes,2,0,2,3,125,4,20,1,0,England
CR Woakes,0,0,0,0,125,4,20,1,0,England
JC Buttler,17,4,13,24,125,4,20,1,0,England
SK Raina,29,12,17,30,133,3,32,0,220,India
AT Rayudu,35,8,27,54,133,3,32,0,221,India
MM Ali,7,0,7,8,93,4,19,1,0,England
JC Buttler,7,0,7,18,93,4,19,1,0,England
CR Woakes,0,0,0,0,93,4,19,1,0,England
JE Root,64,24,40,83,120,4,27,0,0,England
JC Buttler,10,4,6,14,120,4,27,0,0,England
RA Jadeja,11,4,7,17,130,4,23,1,249,India
MS Dhoni,27,10,17,39,130,4,23,1,250,India
R Ashwin,0,0,0,0,130,4,23,1,251,India
JE Root,39,10,29,40,144,4,38,1,0,England
CJ Jordan,0,0,0,0,144,4,38,1,0,England
JC Buttler,12,4,8,12,144,4,38,1,0,England
TM Dilshan,79,24,55,95,116,1,17,2,0,Sri Lanka
AD Mathews,2,0,2,6,116,1,17,2,0,Sri Lanka
SMA Priyanjan,0,0,0,0,116,1,17,2,0,Sri Lanka
KC Sangakkara,95,52,43,93,155,1,26,0,0,Sri Lanka
TM Dilshan,67,16,51,107,155,1,26,0,0,Sri Lanka
DPMD Jayawardene,0,0,0,0,155,1,26,0,0,Sri Lanka
AD Mathews,0,0,0,0,155,1,26,0,0,Sri Lanka
RS Bopara,16,0,16,19,112,5,40,0,284,England
JC Buttler,31,24,7,24,112,5,40,0,285,England
RS Bopara,11,0,11,18,131,4,22,1,0,England
JC Buttler,12,4,8,13,131,4,22,1,0,England
CJ Jordan,0,0,0,0,131,4,22,1,0,England
DPMD Jayawardene,46,16,30,74,104,3,25,0,205,Sri Lanka
HDRL Thirimanne,34,6,28,73,104,3,25,0,206,Sri Lanka
AD Mathews,0,0,0,0,104,3,25,0,207,Sri Lanka
Mushfiqur Rahim,89,44,45,95,136,3,32,0,0,Bangladesh
Naeem Islam,61,36,25,91,136,3,32,0,0,Bangladesh
Nasir Hossain,0,0,0,0,136,3,32,0,0,Bangladesh
Mahmudullah,0,0,0,0,136,3,32,0,0,Bangladesh
Mushfiqur Rahim,19,6,13,22,120,2,22,1,0,Bangladesh
Naeem Islam,9,4,5,15,120,2,22,1,0,Bangladesh
Nasir Hossain,0,0,0,0,120,2,22,1,0,Bangladesh
Mahmudullah,0,0,0,0,120,2,22,1,0,Bangladesh
Sohag Gazi,0,0,0,0,120,2,22,1,0,Bangladesh
LRPL Taylor,35,8,27,69,108,4,13,2,191,New Zealand
JDS Neesham,1,0,1,3,108,4,13,2,192,New Zealand
NL McCullum,0,0,0,0,108,4,13,2,193,New Zealand
C Munro,37,10,27,46,131,3,26,0,0,New Zealand
LRPL Taylor,28,0,28,48,131,3,26,0,0,New Zealand
Naeem Islam,42,16,26,45,170,3,27,1,287,Bangladesh
Nasir Hossain,3,0,3,4,170,3,27,1,288,Bangladesh
DM Bravo,51,22,29,71,143,4,15,1,0,West Indies
DJ Bravo,8,0,8,15,143,4,15,1,0,West Indies
DJG Sammy,0,0,0,0,143,4,15,1,0,West Indies
JO Holder,0,0,0,0,143,4,15,1,0,West Indies
MS Dhoni,12,12,0,6,161,2,26,2,193,India
Yuvraj Singh,12,4,8,29,161,2,26,2,194,India
V Kohli,89,36,53,89,138,3,47,0,0,India
SK Raina,21,8,13,19,138,3,47,0,0,India
MS Dhoni,0,0,0,0,138,3,47,0,0,India
DJG Sammy,2,0,2,2,157,4,25,1,280,West Indies
LMP Simmons,33,16,17,40,157,4,25,1,281,West Indies
MN Samuels,67,30,37,91,136,2,26,0,0,West Indies
LMP Simmons,0,0,0,0,136,2,26,0,0,West Indies
DM Bravo,14,10,4,19,136,2,26,0,0,West Indies
DJ Bravo,0,0,0,0,136,2,26,0,0,West Indies
SK Raina,11,4,7,17,183,2,17,1,257,India
S Dhawan,111,76,35,87,183,2,17,1,258,India
MS Dhoni,0,0,0,0,183,2,17,1,259,India
Shahid Afridi,21,6,15,19,95,5,25,1,0,Pakistan
Bilawal Bhatti,0,0,0,0,95,5,25,1,0,Pakistan
Anwar Ali,0,0,0,0,95,5,25,1,0,Pakistan
JP Duminy,33,8,25,50,125,6,13,0,194,South Africa
VD Philander,7,4,3,18,125,6,13,0,195,South Africa
DW Steyn,0,0,0,0,125,6,13,0,196,South Africa
Umar Akmal,2,0,2,3,144,3,24,2,0,Pakistan
Shahid Afridi,0,0,0,0,144,3,24,2,0,Pakistan
Bilawal Bhatti,0,0,0,0,144,3,24,2,0,Pakistan
AB de Villiers,42,14,28,32,140,3,32,0,244,South Africa
HM Amla,76,20,56,109,140,3,32,0,245,South Africa
JP Duminy,0,0,0,0,140,3,32,0,246,South Africa
Misbah-ul-Haq,41,12,29,72,92,7,15,0,0,Pakistan
Abdur Rehman,8,4,4,21,92,7,15,0,0,Pakistan
AB de Villiers,34,4,30,51,135,5,19,0,176,South Africa
R McLaren,17,8,9,28,135,5,19,0,177,South Africa
WD Parnell,0,0,0,0,135,5,19,0,178,South Africa
NLTC Perera,49,32,17,40,124,8,15,0,0,Sri Lanka
SMSM Senanayake,30,14,16,49,124,8,15,0,0,Sri Lanka
SL Malinga,0,0,0,0,124,8,15,0,0,Sri Lanka
Mushfiqur Rahim,27,6,21,46,130,6,25,1,162,Bangladesh
Arafat Sunny,5,4,1,12,130,6,25,1,163,Bangladesh
Rubel Hossain,0,0,0,0,130,6,25,1,164,Bangladesh
Al-Amin Hossain,0,0,0,0,130,6,25,1,165,Bangladesh
KC Sangakkara,83,32,51,84,136,3,25,0,0,Sri Lanka
SMA Priyanjan,53,24,29,93,136,3,25,0,0,Sri Lanka
AD Mathews,0,0,0,0,136,3,25,0,0,Sri Lanka
Mushfiqur Rahim,53,18,35,58,151,6,14,1,215,Bangladesh
Mashrafe Mortaza,1,0,1,12,151,6,14,1,216,Bangladesh
Nasir Hossain,15,8,7,16,138,4,16,0,0,Bangladesh
Naeem Islam,22,4,18,39,138,4,16,0,0,Bangladesh
LD Chandimal,47,8,39,56,121,2,42,0,240,Sri Lanka
MDKJ Perera,89,44,45,110,121,2,42,0,241,Sri Lanka
AD Mathews,0,0,0,0,121,2,42,0,242,Sri Lanka
AD Poynter,2,0,2,11,108,4,11,1,0,Ireland
GC Wilson,29,8,21,56,108,4,11,1,0,Ireland
SR Thompson,0,0,0,0,108,4,11,1,0,Ireland
MN Samuels,12,8,4,13,150,4,27,2,193,West Indies
DJG Sammy,0,0,0,0,150,4,27,2,194,West Indies
SMA Priyanjan,13,8,5,22,91,5,19,0,0,Sri Lanka
AD Mathews,21,12,9,43,91,5,19,0,0,Sri Lanka
KMDN Kulasekara,0,0,0,0,91,5,19,0,0,Sri Lanka
MC Sorensen,15,4,11,33,92,8,23,0,134,Ireland
GH Dockrell,12,0,12,14,92,8,23,0,135,Ireland
TJ Murtagh,0,0,0,0,92,8,23,0,136,Ireland
DPMD Jayawardene,5,0,5,10,160,1,28,1,0,Sri Lanka
HDRL Thirimanne,102,50,52,110,160,1,28,1,0,Sri Lanka
AD Mathews,0,0,0,0,160,1,28,1,0,Sri Lanka
NLTC Perera,0,0,0,0,160,1,28,1,0,Sri Lanka
Misbah-ul-Haq,45,18,27,59,142,4,29,0,272,Pakistan
Umar Akmal,37,20,17,46,142,4,29,0,273,Pakistan
Mushfiqur Rahim,55,12,43,73,127,2,25,0,0,Bangladesh
Anamul Haque,67,30,37,100,127,2,25,0,0,Bangladesh
Naeem Islam,0,0,0,0,127,2,25,0,0,Bangladesh
V Kohli,90,50,40,93,139,2,38,0,270,India
AM Rahane,38,14,24,51,139,2,38,0,271,India
AM Rahane,22,4,18,26,142,2,30,0,0,India
AT Rayudu,0,0,0,0,142,2,30,0,0,India
S Dhawan,89,34,55,106,142,2,30,0,0,India
KD Karthik,0,0,0,0,142,2,30,0,0,India
KC Sangakkara,39,16,23,48,135,2,20,2,258,Sri Lanka
AD Mathews,5,0,5,14,135,2,20,2,259,Sri Lanka
SMSM Senanayake,0,0,0,0,135,2,20,2,260,Sri Lanka
PC de Silva,0,0,0,0,135,2,20,2,261,Sri Lanka
AT Rayudu,29,8,21,39,128,4,13,0,0,India
KD Karthik,18,0,18,41,128,4,13,0,0,India
RA Jadeja,0,0,0,0,128,4,13,0,0,India
Mohammad Hafeez,51,14,37,85,128,4,14,0,233,Pakistan
Sohaib Maqsood,19,8,11,30,128,4,14,0,234,Pakistan
Mominul Haque,25,16,9,20,143,1,35,0,0,Bangladesh
Anamul Haque,94,48,46,119,143,1,35,0,0,Bangladesh
Mushfiqur Rahim,0,0,0,0,143,1,35,0,0,Bangladesh
Ahmed Shehzad,97,54,43,114,138,3,44,0,317,Pakistan
Fawad Alam,27,12,15,36,138,3,44,0,318,Pakistan
Abdur Rehman,0,0,0,0,138,3,44,0,319,Pakistan
Nasir Hossain,7,0,7,20,106,4,18,1,0,Bangladesh
Mahmudullah,4,0,4,7,106,4,18,1,0,Bangladesh
PC de Silva,34,16,18,36,102,5,28,0,200,Sri Lanka
AD Mathews,37,18,19,65,102,5,28,0,201,Sri Lanka
NLTC Perera,0,0,0,0,102,5,28,0,202,Sri Lanka
Misbah-ul-Haq,56,18,38,92,94,3,29,0,0,Pakistan
Fawad Alam,51,18,33,93,94,3,29,0,0,Pakistan
Umar Akmal,0,0,0,0,94,3,29,0,0,Pakistan
DPMD Jayawardene,60,30,30,86,160,2,27,0,254,Sri Lanka
HDRL Thirimanne,85,48,37,90,160,2,27,0,255,Sri Lanka
SMA Priyanjan,0,0,0,0,160,2,27,0,256,Sri Lanka
AB de Villiers,61,16,45,77,163,3,21,0,0,South Africa
DA Miller,57,34,23,58,163,3,21,0,0,South Africa
JP Duminy,0,0,0,0,163,3,21,0,0,South Africa
HM Amla,102,36,66,108,168,0,36,0,0,South Africa
RR Rossouw,102,38,64,106,168,0,36,0,0,South Africa
AB de Villiers,0,0,0,0,168,0,36,0,0,South Africa
D Ramdin,40,16,24,40,166,4,35,0,268,West Indies
JL Carter,37,18,19,32,166,4,35,0,269,West Indies
AD Russell,0,0,0,0,166,4,35,0,270,West Indies
DJG Sammy,0,0,0,0,166,4,35,0,271,West Indies
DA Miller,63,32,31,86,127,4,23,0,0,South Africa
JP Duminy,42,12,30,62,127,4,23,0,0,South Africa
F Behardien,0,0,0,0,127,4,23,0,0,South Africa
DJG Sammy,39,22,17,49,104,5,35,0,245,West Indies
MN Samuels,64,32,32,86,104,5,35,0,246,West Indies
AD Russell,0,0,0,0,104,5,35,0,247,West Indies
JO Holder,0,0,0,0,104,5,35,0,248,West Indies
RR Rossouw,103,58,45,94,172,2,47,0,0,South Africa
HM Amla,96,52,44,91,172,2,47,0,0,South Africa
DA Miller,0,0,0,0,172,2,47,0,0,South Africa
DJG Sammy,21,16,5,15,188,6,22,3,219,West Indies
SS Cottrell,0,0,0,3,188,6,22,3,220,West Indies
SPD Smith,76,26,50,92,142,3,21,1,0,Australia
JP Faulkner,5,4,1,8,142,3,21,1,0,Australia
Zulfiqar Babar,0,0,0,5,110,7,12,2,147,Pakistan
Mohammad Irfan,0,0,0,5,110,7,12,2,148,Pakistan
Umar Akmal,3,0,3,4,141,2,19,1,0,Pakistan
Asad Shafiq,16,4,12,23,141,2,19,1,0,Pakistan
Fawad Alam,0,0,0,0,141,2,19,1,0,Pakistan
Shahid Afridi,0,0,0,0,141,2,19,1,0,Pakistan
GJ Maxwell,71,38,33,78,134,3,24,1,203,Australia
JP Faulkner,4,0,4,13,134,3,24,1,204,Australia
BJ Haddin,0,0,0,0,134,3,24,1,205,Australia
SPD Smith,55,8,47,76,137,4,17,0,0,Australia
PJ Hughes,5,0,5,12,137,4,17,0,0,Australia
BJ Haddin,0,0,0,0,137,4,17,0,0,Australia
JP Faulkner,0,0,0,0,137,4,17,0,0,Australia
Umar Amin,2,0,2,3,119,3,25,2,206,Pakistan
Shahid Afridi,0,0,0,5,119,3,25,2,207,Pakistan
Anwar Ali,0,0,0,0,119,3,25,2,208,Pakistan
HM Amla,89,34,55,112,150,2,38,0,0,South Africa
AB de Villiers,72,26,46,68,150,2,38,0,0,South Africa
JP Duminy,0,0,0,0,150,2,38,0,0,South Africa
KC Sangakkara,69,20,49,76,160,5,24,0,219,Sri Lanka
HDRL Thirimanne,13,0,13,21,160,5,24,0,220,Sri Lanka
KMDN Kulasekara,0,0,0,0,160,5,24,0,221,Sri Lanka
SMSM Senanayake,0,0,0,0,160,5,24,0,222,Sri Lanka
BAW Mendis,0,0,0,0,160,5,24,0,223,Sri Lanka
SL Malinga,0,0,0,0,160,5,24,0,224,Sri Lanka
DPMD Jayawardene,23,0,23,47,146,3,20,1,0,Sri Lanka
AD Mathews,7,0,7,10,146,3,20,1,0,Sri Lanka
HM Amla,93,40,53,95,132,7,19,0,168,South Africa
DW Steyn,15,8,7,30,132,7,19,0,169,South Africa
M Morkel,0,0,0,0,132,7,19,0,170,South Africa
Imran Tahir,0,0,0,0,132,7,19,0,171,South Africa
AB de Villiers,37,14,23,31,149,2,40,0,0,South Africa
Q de Kock,100,46,54,108,149,2,40,0,0,South Africa
AD Mathews,29,8,21,61,156,5,23,0,230,Sri Lanka
SMA Priyanjan,23,8,15,37,156,5,23,0,231,Sri Lanka
SMSM Senanayake,0,0,0,0,156,5,23,0,232,Sri Lanka
Anamul Haque,64,20,44,93,114,4,21,1,0,Bangladesh
Nasir Hossain,5,4,1,7,114,4,21,1,0,Bangladesh
KA Pollard,75,50,25,63,132,5,42,1,214,West Indies
JO Holder,0,0,0,0,132,5,42,1,215,West Indies
SP Narine,0,0,0,0,132,5,42,1,216,West Indies
D Ramdin,26,0,26,43,131,2,9,1,0,West Indies
LMP Simmons,3,0,3,12,131,2,9,1,0,West Indies
KA Pollard,0,0,0,0,131,2,9,1,0,West Indies
D Ramdin,96,50,46,84,154,2,47,0,0,West Indies
DM Bravo,93,64,29,101,154,2,47,0,0,West Indies
Mushfiqur Rahim,68,32,36,108,123,4,22,0,231,Bangladesh
Mahmudullah,16,6,10,27,123,4,22,0,232,Bangladesh
Nasir Hossain,0,0,0,0,123,4,22,0,233,Bangladesh
HM Amla,65,12,53,89,133,1,25,0,0,South Africa
F du Plessis,30,0,30,55,133,1,25,0,0,South Africa
LM Jongwe,7,4,3,15,139,5,16,0,208,Zimbabwe
E Chigumbura,10,4,6,22,139,5,16,0,209,Zimbabwe
F du Plessis,54,12,42,70,137,4,20,0,0,South Africa
DA Miller,13,0,13,31,137,4,20,0,0,South Africa
R McLaren,0,0,0,0,137,4,20,0,0,South Africa
WD Parnell,0,0,0,0,137,4,20,0,0,South Africa
SC Williams,54,24,30,81,84,6,20,0,180,Zimbabwe
P Utseya,4,0,4,17,84,6,20,0,181,Zimbabwe
N Madziva,0,0,0,0,84,6,20,0,182,Zimbabwe
E Chigumbura,48,20,28,103,100,5,6,4,0,Zimbabwe
T Panyangara,0,0,0,5,100,5,6,4,0,Zimbabwe
GJ Bailey,12,4,8,17,140,2,27,0,0,Australia
MR Marsh,42,18,24,59,140,2,27,0,0,Australia
GJ Maxwell,0,0,0,0,140,2,27,0,0,Australia
P Utseya,7,0,7,14,110,6,24,1,144,Zimbabwe
T Panyangara,1,0,1,6,110,6,24,1,145,Zimbabwe
TL Chatara,0,0,0,0,110,6,24,1,146,Zimbabwe
J Nyumbu,0,0,0,0,110,6,24,1,147,Zimbabwe
AJ Finch,81,32,49,102,137,2,39,0,0,Australia
GJ Bailey,39,18,21,36,137,2,39,0,0,Australia
GJ Maxwell,0,0,0,0,137,2,39,0,0,Australia
AB de Villiers,83,34,49,78,181,2,39,0,319,South Africa
F du Plessis,94,42,52,89,181,2,39,0,320,South Africa
JP Duminy,0,0,0,0,181,2,39,0,321,South Africa
R McLaren,3,0,3,9,150,4,14,2,0,South Africa
DW Steyn,2,0,2,9,150,4,14,2,0,South Africa
KJ Abbott,0,0,0,0,150,4,14,2,0,South Africa
P Utseya,5,0,5,8,129,5,16,1,163,Zimbabwe
J Nyumbu,0,0,0,0,129,5,16,1,164,Zimbabwe
TL Chatara,0,0,0,0,129,5,16,1,165,Zimbabwe
E Chigumbura,14,4,10,25,129,5,16,1,166,Zimbabwe
BV Vitori,0,0,0,0,129,5,16,1,167,Zimbabwe
BJ Haddin,7,0,7,24,97,5,13,0,0,Australia
MJ Clarke,53,8,45,85,97,5,13,0,0,Australia
E Chigumbura,24,8,16,27,104,5,23,1,188,Zimbabwe
DT Tiripano,1,0,1,3,104,5,23,1,189,Zimbabwe
P Utseya,0,0,0,0,104,5,23,1,190,Zimbabwe
GJ Bailey,6,0,6,14,126,2,19,2,0,Australia
MR Marsh,0,0,0,0,126,2,19,2,0,Australia
R McLaren,17,4,13,34,114,5,36,0,204,South Africa
F du Plessis,90,46,44,88,114,5,36,0,205,South Africa
DW Steyn,0,0,0,0,114,5,36,0,206,South Africa
JP Duminy,23,8,15,28,127,4,21,0,0,South Africa
F du Plessis,57,12,45,100,127,4,21,0,0,South Africa
BRM Taylor,48,20,28,66,124,5,23,0,196,Zimbabwe
MN Waller,17,8,9,20,124,5,23,0,197,Zimbabwe
P Utseya,0,0,0,0,124,5,23,0,198,Zimbabwe
N Madziva,0,0,0,0,124,5,23,0,199,Zimbabwe
TL Chatara,0,0,0,0,124,5,23,0,200,Zimbabwe
JP Faulkner,1,0,1,2,108,5,15,1,0,Australia
BJ Haddin,4,0,4,15,108,5,15,1,0,Australia
MG Johnson,0,0,0,0,108,5,15,1,0,Australia
MA Starc,0,0,0,0,108,5,15,1,0,Australia
F du Plessis,82,34,48,79,147,3,26,0,218,South Africa
AB de Villiers,27,12,15,26,147,3,26,0,219,South Africa
LRPL Taylor,55,20,35,94,108,5,29,0,0,New Zealand
L Ronchi,18,12,6,20,108,5,29,0,0,New Zealand
DL Vettori,0,0,0,0,108,5,29,0,0,New Zealand
Haris Sohail,42,10,32,64,115,5,20,1,238,Pakistan
Shahid Afridi,11,4,7,19,115,5,20,1,239,Pakistan
Misbah-ul-Haq,42,20,22,58,130,4,29,1,0,Pakistan
Sarfraz Ahmed,1,0,1,1,130,4,29,1,0,Pakistan
Shahid Afridi,0,0,0,0,130,4,29,1,0,Pakistan
KS Williamson,43,16,27,56,141,4,26,1,240,New Zealand
L Ronchi,4,0,4,9,141,4,26,1,241,New Zealand
Ahmed Shehzad,100,52,48,115,164,2,22,0,0,Pakistan
Asad Shafiq,18,0,18,34,164,2,22,0,0,Pakistan
Haris Sohail,0,0,0,0,164,2,22,0,0,Pakistan
Shahid Afridi,0,0,0,0,164,2,22,0,0,Pakistan
L Ronchi,30,16,14,29,154,7,36,2,208,New Zealand
MJ McClenaghan,0,0,0,2,154,7,36,2,209,New Zealand
KS Williamson,41,8,33,50,139,2,27,0,0,New Zealand
LRPL Taylor,25,8,17,35,139,2,27,0,0,New Zealand
CJ Anderson,0,0,0,0,139,2,27,0,0,New Zealand
Younis Khan,78,24,54,94,114,4,37,0,277,Pakistan
Umar Akmal,27,4,23,35,114,4,37,0,278,Pakistan
Shahid Afridi,0,0,0,0,114,4,37,0,279,Pakistan
LRPL Taylor,36,4,32,55,125,2,25,0,0,New Zealand
KS Williamson,72,24,48,97,125,2,25,0,0,New Zealand
Haris Sohail,46,14,32,63,114,4,22,1,204,Pakistan
Sarfraz Ahmed,11,4,7,11,114,4,22,1,205,Pakistan
Shahid Afridi,0,0,0,0,114,4,22,1,206,Pakistan
Anwar Ali,0,0,0,0,114,4,22,1,207,Pakistan
AU Rashid,15,10,5,13,199,6,30,0,0,England
JC Buttler,27,4,23,31,199,6,30,0,0,England
LRPL Taylor,40,12,28,49,200,2,22,0,0,New Zealand
KS Williamson,93,54,39,90,200,2,22,0,0,New Zealand
GD Elliott,0,0,0,0,200,2,22,0,0,New Zealand
SW Billings,10,4,6,13,236,4,30,1,356,England
EJG Morgan,88,60,28,49,236,4,30,1,357,England
AU Rashid,0,0,0,0,236,4,30,1,358,England
LE Plunkett,0,0,0,0,236,4,30,1,359,England
BA Stokes,32,18,14,23,155,3,38,1,0,England
JC Buttler,4,0,4,6,155,3,38,1,0,England
SW Billings,0,0,0,0,155,3,38,1,0,England
KS Williamson,106,48,58,101,176,2,22,0,289,New Zealand
LRPL Taylor,79,32,47,99,176,2,22,0,290,New Zealand
GD Elliott,0,0,0,0,176,2,22,0,291,New Zealand
KS Williamson,75,46,29,57,176,2,29,1,0,New Zealand
GD Elliott,0,0,0,3,176,2,29,1,0,New Zealand
JE Root,76,36,40,72,234,2,22,0,344,England
EJG Morgan,75,48,27,66,234,2,22,0,345,England
BA Stokes,0,0,0,0,234,2,22,0,346,England
LRPL Taylor,32,0,32,51,149,3,16,1,0,New Zealand
GD Elliott,8,4,4,12,149,3,16,1,0,New Zealand
SPD Smith,21,4,17,36,162,3,22,1,0,Australia
MR Marsh,0,0,0,0,162,3,22,1,0,Australia
SR Watson,7,0,7,12,162,3,22,1,0,Australia
MS Wade,0,0,0,0,162,3,22,1,0,Australia
SR Watson,4,0,4,6,153,2,36,2,0,Australia
GJ Maxwell,15,4,11,14,153,2,36,2,0,Australia
MS Wade,0,0,0,0,153,2,36,2,0,Australia
MR Marsh,0,0,0,0,153,2,36,2,0,Australia
EJG Morgan,37,16,21,42,163,3,28,1,242,England
